AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX
17.456,1026.7,61.861,4.0576,32.248,1099.8,532.53,153.7,13.717,0.99018,74.831
18.541,1026.5,57.832,4.0256,31.942,1099.8,533.65,152.74,13.667,0.64236,73.698
18.707,1026.2,57.296,4.0715,32.383,1099.9,532.42,153.64,13.758,0.73145,73.811
18.465,1025.8,61.346,3.4982,27.537,1095.5,545.93,140.98,12.604,0.75546,70.941
18.084,1025.4,62.964,3.5684,28.1,1099.6,546.23,144.49,12.739,0.7209,78.885
17.242,1025.8,63.535,3.4864,27.683,1100,547.64,144.24,12.709,0.89904,79.414
16.055,1026.1,68.837,3.6229,28.965,1100,543.33,147.78,12.981,0.8113,75.688
15.227,1026.2,74.84,3.8291,30.707,1100,537.65,151.94,13.385,0.95224,71.88
14.857,1026.5,77.68,3.9354,31.581,1099.9,534.71,153.85,13.636,0.81253,69.682
14.49,1026.5,78.207,3.3801,27.199,1098.6,548.2,143.64,12.602,0.73371,73.172
13.083,1026.5,79.83,3.8228,31.295,1100,535.34,154.94,13.598,0.80548,69.145
11.556,1026.3,85.614,4.1188,33.716,1100,527.38,160.84,14.112,0.80767,68.371
10.916,1026.2,88.957,3.0563,24.737,1086.3,549.25,134.37,12.023,0.90541,64.383
10.683,1026.3,89.907,3.0248,24.258,1085.2,550.14,132.88,11.909,0.7255,64.125
10.293,1026.1,91.167,3.0006,24.454,1086.4,550.13,133.81,11.813,0.72396,63.567
10.056,1025.9,91.698,2.4267,19.153,1046.5,544.38,109.03,10.386,5.2752,76.789
9.7394,1025.7,92.143,2.4296,18.951,1046.6,545.23,108.71,10.318,4.9516,76.737
9.4107,1025.7,93.268,2.4573,18.857,1045.6,544.56,108.58,10.37,5.7383,79.863
9.0859,1025.8,94.732,3.0617,24.203,1085.4,549.27,134.01,11.87,1.3861,66.881
9.87,1026.2,98.17,3.4491,27.605,1096.4,544.75,145.72,12.738,0.68992,70.76
12.236,1026.4,97.063,4.3597,34.84,1100.2,524.13,160.51,14.272,0.54335,69.346
15.117,1026.8,86.666,4.1068,32.419,1100,532.06,154.95,13.776,0.73015,69.825
16.604,1026.8,79.179,4.1956,33.147,1099.9,529.83,156.8,13.923,0.6454,68.405
17.673,1026.5,73.971,4.111,32.299,1100,532.59,154.49,13.758,1.2276,70.385
18.673,1026.1,67.543,4.0216,31.471,1099.9,535.3,152.29,13.544,0.92752,71.701
19.415,1025.6,64.236,4.0315,31.443,1100,535.29,152.14,13.561,0.66225,71.42
19.729,1025.3,63.312,4.094,32.053,1099.9,533.51,153.78,13.659,0.83045,70.083
19.424,1025.1,64.25,4.0927,32.148,1100,533.19,155.05,13.67,0.72859,67.93
18.684,1025.2,67.961,3.4607,27.117,1092.9,545.66,139.7,12.458,1.0104,64.769
17.625,1025.3,73.363,3.2078,25.151,1089.2,550.01,133.82,11.98,0.97895,59.816
16.663,1025.3,77.256,3.1774,25.269,1090.2,550.19,135.02,12.058,0.80783,61.757
15.696,1025.3,81.264,3.1138,24.814,1087.8,549.88,133.41,12.02,0.89539,60.01
14.633,1025.4,84.367,3.1369,25.002,1089.2,550.01,135.02,12.065,0.87417,55.813
13.6,1025.3,88.366,3.0955,24.543,1086.9,550.02,133.65,11.954,0.8205,60.78
12.973,1025,91.565,3.0705,24.347,1085.8,550,132.79,11.947,1.0317,61.88
12.619,1024.7,93.521,3.0842,24.461,1086.1,549.99,133.06,11.925,1.1012,60.704
12.331,1024.5,94.409,3.1382,24.951,1088.7,549.99,135.24,12.055,0.92803,63.592
11.958,1024.1,95.484,3.1598,24.86,1088.6,549.91,135.09,11.996,0.82098,63.043
11.79,1023.5,96.433,2.7675,21.917,1070.5,549.6,121.94,11.168,1.7954,61.43
11.82,1023.2,97.916,2.4745,19.007,1052.2,549.32,108.86,10.369,3.1608,64.353
11.994,1023.1,98.1,3.0625,24.016,1082.6,549.79,130.74,11.705,1.3843,64.652
12.071,1022.7,97.596,3.1206,24.963,1088.4,550.38,135.05,11.97,1.1213,64.226
12.067,1022.5,97.275,3.1618,24.847,1088.1,549.98,134.9,11.976,1.1027,62.648
12.475,1022.4,98.136,3.7061,29.593,1094.6,538.45,147.67,13.033,0.84289,65.76
14.501,1022.6,97.72,4.1256,32.655,1099.9,531.78,155.27,13.744,0.68886,69.991
17.02,1022.5,88.275,4.1067,32.267,1099.9,532.98,154.45,13.652,0.63044,67.693
18.37,1022.1,82.782,4.149,32.519,1099.9,532.15,154.48,13.767,1.7676,70.664
19.584,1021.8,80.189,4.0409,31.759,1100.1,534.89,152.86,13.581,2.1787,71.582
20.634,1021.1,75.467,3.9527,31.054,1100,537.29,151.27,13.405,1.7106,70.535
21.487,1020.5,70.095,4.0404,31.829,1099.9,534.98,153.08,13.551,1.2125,68.729
21.997,1020.1,66.604,4.0057,31.77,1100,535.36,153.07,13.561,1.3632,69.253
22.263,1019.8,67.395,4.0438,32.062,1100,534.26,153.52,13.586,1.1726,67.572
22.289,1019.4,70.652,3.96,31.32,1099.1,536.35,151.17,13.433,1.1332,67.711
20.819,1019.3,72.949,4.074,32.27,1100.1,533.52,153.99,13.645,0.92946,67.284
18.95,1019.4,77.819,4.1209,33.103,1100,530.93,156.06,13.831,0.98523,68.258
17.917,1019.3,80.665,3.9625,31.859,1099.9,534.59,154.07,13.586,0.74211,68.352
16.882,1019.1,84.855,3.9532,31.841,1099.9,534.48,153.82,13.631,0.7121,72.196
16.374,1018.9,86.585,3.9921,32.168,1099.8,533.31,154.97,13.702,1.2205,72.279
15.512,1018.6,89.395,3.6462,29.214,1094.5,540.04,146.47,12.977,0.6159,64.045
14.659,1018.1,91.155,3.1552,24.955,1087.2,550.28,134.2,11.934,0.55548,57.09
13.918,1017.8,93.311,3.1315,24.909,1087,549.98,134.2,11.959,0.68035,57.666
13.765,1017.6,94.92,3.1588,25.037,1087.6,550.13,134.66,12.002,0.76975,59.725
13.59,1017.2,95.114,3.1386,24.899,1086.8,550.4,133.95,12.001,0.72034,59.061
13.419,1017,94.328,3.0985,24.837,1086.5,549.88,133.82,11.969,0.73316,58.957
13.432,1017.1,95.174,3.1507,24.93,1086.9,549.99,134.11,11.931,0.98314,58.818
13.35,1016.9,94.582,3.1002,24.896,1086.6,550.14,134.08,11.856,0.8741,59.564
13.224,1016.7,94.751,3.1398,25.215,1088.4,550,135.58,11.936,0.79948,60.991
13.188,1016.8,95.497,3.6095,28.82,1097.7,543.26,147.64,12.911,1.2468,71.886
14.909,1016.7,98.992,3.2567,25.92,1091.9,549.66,136.95,12.101,0.94646,63.29
17.704,1016.8,98.019,4.0605,31.486,1099.4,536.07,151.18,13.467,0.89366,69.447
19.663,1016.9,88.076,4.1747,32.356,1100.1,533.43,153.63,13.664,1.0115,67.922
20.566,1016.7,77.851,4.1587,32.353,1100,533.43,153.55,13.7,1.2689,70.157
21.44,1016.4,69.872,4.0975,31.548,1100,535.98,152.08,13.466,2.0608,72.318
20.204,1015.7,83.783,3.3842,26.772,1094.8,549.17,139.02,12.409,0.9,67.663
19.484,1016,86.562,3.2218,25.251,1087.7,550.03,132.84,12.027,1.165,58.232
18.559,1016.1,85.86,3.1967,25.406,1088.6,550.1,134.11,12.016,0.7989,60.713
17.668,1016.2,88.693,3.1886,25.406,1088.6,549.98,134.25,12.048,0.33874,58.555
16.822,1016.4,89.151,3.8306,30.717,1099.2,538.17,150.84,13.324,0.16909,69.508
16.053,1016.6,89.736,3.1544,25.106,1087.3,549.9,133.85,11.976,0.21105,59.26
15.446,1016.7,91.962,3.1824,25.277,1088.5,550.07,134.97,12.032,0.80064,60.32
15.081,1016.8,93.454,3.1515,25.227,1088.4,550.09,134.92,12.06,1.1389,61.567
15.094,1016.9,96.428,3.2059,25.338,1088.8,550.09,135.01,12.029,0.78624,60.855
14.903,1017.4,96.313,3.2199,25.324,1089,549.96,135.32,11.98,1.0907,61.422
14.833,1017.5,97.122,3.176,25.184,1088.2,549.79,134.66,11.956,1.2679,61.233
14.893,1017.7,96.814,3.2206,25.482,1089.7,549.62,135.95,12.109,1.2472,62.935
15.339,1017.9,97.595,3.7903,30.157,1099.6,540.25,150.18,13.16,0.49771,71.314
17.103,1018.3,99.611,3.8841,30.593,1099.9,539.22,149.54,13.3,0.98627,71.916
20.094,1018.8,91.986,4.0747,31.57,1100,536.13,150.79,13.506,2.8448,69.004
24.774,1018.8,69.222,4.0459,31.246,1100.1,537.32,150.52,13.443,0.35307,67.527
24.914,1018.8,69.977,4.053,31.464,1100,536.7,150.76,13.423,0.30381,67.484
24.962,1018.8,71.448,4.0383,31.44,1100,536.84,150.65,13.442,0.28708,68.909
24.554,1018.6,73.656,3.6937,28.832,1096.6,543.39,143.35,12.815,1.3992,68.601
24.003,1018.8,77.163,3.3729,25.97,1091.6,549.86,134.58,12.091,1.4967,64.955
23.043,1019.1,81.5,3.3142,26.32,1093.4,550,136.29,12.176,2.0178,68.307
21.81,1019.2,89.119,3.2119,25.28,1087.7,550.06,131.64,11.961,1.2651,56.384
21.731,1019.1,93.103,3.2837,25.647,1089.7,550.06,133.38,12.115,0.69335,56.718
22.073,1019.2,90.639,3.3042,25.882,1091,550.05,134.54,12.146,0.6515,59.757
20.779,1019.3,92.118,3.2753,25.784,1090.6,550.06,134.61,12.102,1.0771,58.736
19.584,1019.3,91.798,3.1862,25.245,1087.9,550.08,132.81,11.966,0.93892,57.499
18.744,1019.2,92.807,3.1808,25.119,1087.4,550.1,132.71,12.001,1.4486,71.082
17.868,1019.5,93.38,3.2461,25.524,1089.7,550.1,134.89,12.099,1.3318,74.4
17.597,1019.4,95.76,3.2233,25.59,1090,550.08,135.02,11.997,1.3295,75.178
17.314,1019.4,95.804,3.2232,25.375,1088.7,549.96,134.22,11.977,1.3952,72.45
16.749,1019.8,95.531,3.1627,25.138,1087.6,549.9,133.52,12.007,1.6741,69.284
16.531,1019.9,96.319,3.1525,24.986,1086.8,549.91,132.89,11.856,1.5198,69.292
16.264,1019.9,95.933,3.1965,25.245,1088.4,549.75,134.4,12.006,1.5842,71.069
16.292,1020.4,97.13,4.0719,32.371,1100,533.12,154.66,13.688,1.3238,82.029
17.546,1020.8,99.779,3.6506,28.888,1099.8,544.51,146.06,12.88,1.9912,102.85
19.489,1021,97.204,4.0169,31.714,1099.9,535.4,150.76,13.527,3.6803,95.116
20.721,1021.3,91.883,4.0304,31.61,1100,535.87,150.25,13.527,1.536,96.995
21.635,1021.4,86.914,4.0997,31.983,1100.1,534.63,150.47,13.6,1.2712,98.598
22.839,1021,81.567,3.9866,31.196,1099.9,537.21,149.92,13.447,0.93475,94.77
23.708,1020.6,76.961,3.7316,29.059,1099.8,544.41,144.32,12.97,1.2625,101.87
23.832,1020.3,77.151,3.3848,26.24,1091.4,548.93,134.92,12.298,2.2532,89.291
22.571,1020.1,82.987,3.3381,25.77,1091.5,550.17,134.48,12.177,1.8135,91.923
20.972,1020.1,86.93,3.3093,25.66,1091,549.93,134.44,12.083,2.0437,90.724
19.892,1020.7,87.445,3.2277,25.467,1090.3,549.7,134.43,12.104,2.3829,88.975
18.911,1021.1,90.089,3.224,25.482,1090.6,549.47,135,12.068,2.4451,91.712
18.216,1021.4,92.647,4.0496,32.069,1099.9,533.63,153.37,13.646,2.2348,93.42
18.061,1021.6,94.523,3.9586,31.367,1100.1,535.91,151.94,13.554,1.8235,91.483
18.019,1021.8,94.212,3.2735,25.77,1090.6,549.59,135.65,12.223,2.0162,82.812
17.874,1021.7,95.152,3.2946,25.844,1092.2,550.28,136.63,12.203,2.0544,86.328
17.841,1021.5,95.713,3.2137,25.155,1088.5,550.09,133.43,12.052,2.3393,81.959
17.84,1021.4,94.147,3.179,25.027,1087.8,549.97,132.88,11.976,2.3107,81.151
17.783,1021.6,93.682,3.043,23.851,1080.7,549.75,127.77,11.67,2.8422,78.721
17.948,1021.3,91.649,2.4951,19.477,1054.8,549.8,108.71,10.48,4.9529,66.956
17.95,1021.2,92.144,2.4897,19.416,1054.7,550.22,108.66,10.473,5.2229,68.805
17.941,1021.3,93.823,2.5175,19.494,1054.7,550.19,108.74,10.462,5.1492,68.115
17.804,1021.4,95.047,2.4954,19.463,1054.5,549.88,108.59,10.431,5.1081,67.001
17.63,1021.5,94.339,2.5129,19.544,1055.1,549.78,109.04,10.449,5.2716,68.149
17.539,1021.8,91.09,2.8128,22.127,1070.5,549.89,120.27,11.189,3.7731,74.198
17.948,1022.2,88.085,3.4011,26.973,1097.6,549.23,140.79,12.483,2.1007,97.982
18.608,1022.1,83.69,3.2847,25.764,1090.7,549.5,134.84,12.091,3.3889,85.479
19.205,1022,81.386,3.9264,30.816,1100.1,538.09,149.39,13.333,2.8936,95.439
19.885,1021.7,80.406,3.4808,27.148,1098.4,549.05,140.53,12.57,0.94352,96.746
20.792,1021.1,77.914,3.6442,28.333,1100,546.34,143.53,12.846,0.66015,101.69
21.98,1020.5,75.558,3.793,29.376,1100,542.67,145.65,13.075,1.913,100.4
22.471,1020,74.541,3.6301,28.088,1099.9,546.89,142.68,12.753,2.4662,101.55
22.066,1019.9,75.363,4.0984,31.73,1100,534.84,150.25,13.578,2.7501,97.496
21.435,1020,75.017,3.2921,25.41,1088.3,549.27,132.54,12.049,2.6287,86.402
20.384,1020.5,76.794,3.0883,24.064,1081.7,550.15,127.66,11.612,1.433,75.669
19.115,1020.9,80.622,3.0413,24.002,1081.2,550.1,127.87,11.591,1.6075,78.788
18.231,1020.8,84.702,3,23.621,1079.4,550.06,126.55,11.532,2.2897,76.882
17.673,1020.7,88.84,3.037,23.761,1079.9,550.02,127.08,11.688,2.7272,77.008
17.603,1020.8,89.638,3.0013,23.557,1078.7,549.99,126.18,11.582,2.8775,76.108
17.455,1020.7,90.422,2.9934,23.511,1078.4,550.08,126.08,11.553,2.7223,77.014
17.166,1020.5,90.518,2.9716,23.531,1078.7,550.02,126.46,11.521,2.6654,77.026
16.356,1020.4,91.044,2.9668,23.388,1078.1,549.95,126.39,11.575,2.7411,79.654
15.486,1020.3,93.005,2.8271,22.188,1071.6,549.95,121.96,11.236,3.3724,76.963
15.124,1019.9,94.928,2.4845,19.112,1053.4,550.08,108.82,10.408,5.2729,71.204
14.929,1019.6,96.055,2.4659,19.274,1054.2,550.31,109.52,10.454,5.2088,71.184
14.812,1019.7,96.566,2.3985,18.743,1051.1,549.66,107.18,10.193,5.4499,72.366
14.878,1019.9,97.048,2.4968,19.317,1054.6,550.07,109.57,10.353,5.1723,72.267
14.82,1020.2,97.384,2.5285,19.684,1056.1,549.64,110.67,10.433,5.1532,71.894
15.105,1020.5,97.054,2.566,20.054,1058.7,549.83,112.36,10.519,5.118,72.802
16.023,1020.8,98.904,2.7805,21.666,1067.2,549.73,118.21,11.02,4.3936,74.743
17.673,1020.9,93.708,3.2339,25.191,1087.9,550.06,132.68,12.008,2.7716,80.786
18.922,1020.8,88.776,3.2789,25.432,1089.6,549.77,133.59,12.105,3.9042,82.616
20.11,1020.5,83.238,3.7973,29.536,1099.1,541.8,146.28,13.076,1.8773,93.44
21.006,1019.8,78.018,3.8423,30.033,1099.9,540.95,147.42,13.216,1.6398,99.053
21.969,1019.3,73.881,4.091,31.874,1100,535.03,150.46,13.597,2.1202,99.855
22.663,1018.9,70.905,2.6701,20.402,1058.1,549.3,110.58,10.652,4.5197,70.313
22.595,1018.6,71.872,2.6452,20.001,1056.8,550.15,109.26,10.437,4.5258,66.98
22.109,1018.5,72.388,2.6014,20.079,1057.2,550.16,109.34,10.526,5.0103,67.56
21.443,1018.7,76.591,3.3528,26.023,1080.5,543.11,131.45,12.134,3.5377,84.698
19.849,1019,79.051,3.2561,25.498,1089.5,549.82,133.74,12.075,2.4613,88.691
18.762,1019.1,82.918,4.0144,32.069,1099.5,533.96,153.07,13.553,2.4283,97.121
18.181,1019.2,86.462,3.2001,25.437,1088.6,549.54,134.13,12.023,2.7622,84.283
17.68,1019.3,86.683,3.1034,24.352,1083.9,549.91,130.24,11.831,2.9602,79.872
17.025,1019.3,89.088,2.9994,23.718,1079.8,549.92,127.52,11.617,2.8043,78.588
16.413,1019.1,91.683,2.7793,21.926,1069.5,550,120.02,11.128,3.0906,74.248
16.112,1019.1,93.093,2.5015,19.549,1055.4,550.25,109.9,10.465,4.8874,69.544
15.903,1019,94.03,2.4509,19.239,1053.3,549.69,108.3,10.365,5.0402,69.611
15.947,1018.5,94.721,2.4697,19.354,1053.9,549.96,108.89,10.336,5.3003,70.664
15.782,1018.3,93.405,2.5093,19.45,1054.7,550.26,109.7,10.486,5.2879,72.099
14.852,1018.1,93.944,2.508,19.324,1054.1,550.16,109.52,10.39,5.4329,72.61
14.761,1017.8,96.15,2.6698,20.62,1061.5,549.74,114.77,10.74,4.6771,72.946
14.823,1017.7,96.967,2.9667,23.373,1077.5,549.78,126.61,11.485,2.8863,80.464
15.129,1017.7,97.243,2.4889,19.341,1053.7,549.97,108.98,10.297,5.3558,71.145
16.286,1017.6,98.329,2.5412,19.606,1055,549.79,109.33,10.392,5.6746,68.307
17.708,1017.3,96.683,2.5824,19.765,1055.7,549.64,109.42,10.354,5.7155,67.02
19.138,1017,89.71,2.591,19.905,1056.5,549.72,109.76,10.421,5.6094,67.383
19.864,1016.6,85.896,2.5498,19.52,1054.3,550.3,108.1,10.43,2.2265,61.711
20.266,1015.8,85.904,2.556,19.489,1054.1,549.89,107.87,10.381,2.345,62.049
20.592,1015.1,85.419,2.5882,19.829,1055.9,550.34,109.14,10.525,3.0293,63.985
20.9,1014.3,85.333,2.6019,19.897,1056,549.79,109.22,10.486,4.9959,66.02
20.99,1013.8,84.447,2.5864,19.774,1055.3,550.21,108.69,10.491,5.1002,66.528
20.928,1013.3,84.614,2.5934,19.961,1056.2,550.28,109.45,10.387,5.0815,66.796
20.416,1012.9,86.232,2.5843,19.855,1055.6,550.08,109.18,10.416,4.7951,64.769
19.933,1013,87.086,3.2594,25.511,1087.3,549.55,133.25,11.969,2.8392,91.983
19.039,1012.9,89.205,3.5303,27.795,1099.3,548.49,143.05,12.669,1.9051,100.34
18.123,1012.9,89.654,2.5358,19.596,1054.2,549.9,108.68,10.436,5.1853,69.454
17.585,1012.6,89.576,2.5012,19.384,1052.8,550.4,108.08,10.359,5.281,69.872
17.319,1012.2,90.828,2.5209,19.657,1054.5,550.28,109.37,10.43,5.302,70.188
16.653,1011.9,90.257,2.4939,19.395,1053.1,549.92,108.4,10.359,5.6618,72.045
16.382,1011.4,92.932,2.4866,19.198,1052,550.04,107.8,10.337,5.6876,70.493
16.148,1011.1,92.911,2.5115,19.473,1053.6,550.14,109.04,10.409,5.2607,70.712
16.043,1008.7,94.436,2.5544,19.831,1047.5,544.78,108.7,10.41,12.6,76.859
17.527,1008.6,98.06,2.5886,20.07,1056.1,550.24,109.77,10.386,5.3914,65.726
20.432,1008.2,91.985,2.6561,20.114,1056.1,550.12,109.27,10.463,4.8726,62.512
21.834,1007.7,79.944,2.6461,19.938,1055.3,550.35,108.62,10.382,5.1831,62.471
22.345,1006.9,81.24,2.6259,20.005,1055.6,550.22,108.95,10.451,4.608,64.833
23.034,1005.8,74.489,2.6627,19.917,1055.1,550.35,108.16,10.375,4.5626,68.422
23.536,1004.8,69.187,2.6571,20.099,1055.8,550.26,108.71,10.493,5.4915,69.483
23.399,1003.6,70.337,2.6386,20.267,1056.4,550.09,109.03,10.515,4.9925,65.756
22.925,1002.7,74.985,2.6082,20.254,1056.1,550.03,108.97,10.492,4.2295,65.178
21.856,1002.9,85.021,2.6104,20.114,1055.6,550.26,109.04,10.524,5.2614,67.402
19.342,1002.9,97.274,2.6267,19.902,1055.1,549.97,109.34,10.37,4.5154,64.34
17.77,1002.1,100.09,2.5994,19.868,1054.4,550.35,108.99,10.365,4.7018,65.081
17.796,1001.4,100.09,2.5656,19.614,1053,549.95,108.05,10.279,4.5432,67.068
18.356,1000.6,100.09,2.5526,19.68,1053.9,550.13,108.55,10.392,5.2088,63.708
18.936,1000.2,100.09,2.5701,19.602,1052.9,550.4,107.61,10.337,5.1899,63.237
19.476,999.48,100.07,2.6574,19.698,1053.9,549.81,108.15,10.425,4.8771,63.856
19.776,998.67,98.407,2.6651,20.018,1055.5,549.79,109.22,10.466,4.5061,63.405
19.956,998.36,97.393,2.6329,19.73,1053.8,550.07,108.07,10.323,4.5208,63.56
20.212,998,96.994,2.5474,18.794,1044.8,547.72,102.53,10.101,5.5442,76.838
18.144,993.21,100.1,2.6777,19.679,1049.9,548.52,107.71,10.349,8.3774,73.619
16.249,994.07,100.11,2.5799,19.761,1053.7,550.14,109.38,10.328,5.7233,69.697
14.683,994.46,100.12,2.5201,19.838,1053.8,550.03,109.75,10.382,6.2706,72.229
15.062,995.29,100.12,2.5432,19.966,1055.2,549.93,110.46,10.476,5.0304,71.07
15.925,995.9,99.013,2.5177,19.607,1053.4,550.34,109.04,10.347,4.8965,69.176
16.736,996.34,95.44,2.5939,20.124,1056.3,550.12,110.77,10.514,4.6417,68.893
16.801,997.16,92.501,2.6179,20.376,1057.2,549.63,111.46,10.465,4.9663,70.922
15.269,998.07,98.099,2.4932,19.753,1054.8,550.21,110.37,10.383,5.7907,72.221
14.631,998.84,99.77,2.5198,19.996,1056.3,550.09,111.42,10.473,6.0674,73.409
14.496,999.17,99.349,3.3439,26.938,1090.3,546.19,140.1,12.325,2.9059,102.92
14.117,999.89,99.96,3.2993,26.625,1095.3,549.69,141.55,12.334,2.0852,105.24
14.136,1000.1,99.531,3.2196,25.86,1091.2,549.74,138.5,12.211,2.3304,97.543
13.949,1000.6,99.121,3.2352,25.909,1091.8,550.01,138.96,12.246,2.0341,101.28
13.933,1000.5,99.481,3.0978,24.773,1085.2,549.86,133.63,11.84,2.4259,88.074
13.925,1000.8,100.02,2.7345,21.455,1065.2,550,118.23,10.931,4.2975,73.92
13.923,1001,99.95,2.7851,21.839,1066.4,549.56,119.37,10.999,4.1431,77.738
14.009,1000.8,100.02,2.5996,20.085,1056.7,550.09,112.04,10.5,5.297,74.171
14.283,1000.5,100.12,2.5227,19.462,1050.3,548.16,108.45,10.342,7.9362,89.172
14.531,1000.1,100.12,2.534,19.723,1055.1,549.82,110.54,10.424,5.3424,71.517
14.889,1000.3,100.12,2.5627,19.83,1055.4,550.01,110.58,10.383,5.2469,69.227
15.255,1000.6,100.12,2.5754,19.936,1056.1,549.85,110.89,10.49,5.3396,69.374
15.68,1000.7,100.12,2.5593,19.96,1055.9,550.08,110.64,10.438,4.8864,70.306
15.725,1001.2,100.07,2.587,20.561,1058.7,549.93,112.65,10.577,4.7838,71.182
15.856,1002.1,99.493,2.5962,20.211,1057.4,550.01,111.58,10.465,5.0469,71.149
16.406,1003.1,95.48,2.6458,20.717,1060.2,549.96,113.55,10.664,4.5353,71.51
16.98,1003.9,91.441,3.0173,23.76,1078.6,550.2,126.98,11.544,2.5685,79.121
17.554,1004.6,88.041,3.0487,24.035,1080.2,550.09,128.04,11.536,2.5011,80.836
18.024,1005.2,84.067,3.0523,24.128,1080.9,550.24,128.43,11.709,3.0214,81.899
18.442,1005.6,80.812,3.0321,23.814,1079.3,550.16,126.98,11.65,2.9616,80.423
18.839,1006.2,79.83,2.9978,23.87,1079.5,549.99,127.03,11.596,2.5789,80.257
18.314,1007,82.23,3.009,24.028,1080.7,549.78,128.15,11.575,2.6793,81.595
18.056,1007.7,78.654,3.0107,24.027,1080.8,549.85,128.19,11.687,2.9778,82.326
17.542,1008.3,82.36,3.0497,24.116,1081,549.99,128.7,11.655,2.8058,82.572
17.24,1008.7,87.285,4.0242,31.924,1098.7,534.65,152.4,13.499,2.3102,104.03
16.996,1009.4,87.91,3.1173,24.482,1083.2,549.55,130.64,11.761,2.1644,81.93
16.969,1010,85.502,3.0238,23.581,1078.5,549.63,126.74,11.532,2.5236,78.903
17.29,1010.8,75.258,2.6157,20.627,1060.9,549.83,113.66,10.706,3.9053,72.3
16.78,1011.7,75.296,2.5728,19.878,1056.4,549.81,110.73,10.536,3.6235,72.188
15.625,1012.2,80.755,2.5611,19.748,1055.7,550.18,110.49,10.499,4.1166,71.612
15.258,1012.6,81.974,2.5229,19.676,1055.5,550.21,110.34,10.468,4.7734,72.55
15.253,1013.1,79.905,2.4546,19.466,1054,549.82,109.18,10.412,5.6145,75.593
15.184,1013.6,78.412,2.3295,18.561,1049.1,549.7,105.42,10.222,5.8176,77.449
15.429,1014.1,76.679,2.3373,18.448,1048.2,549.44,104.64,10.121,6.5272,80.726
15.227,1014.7,78.348,2.4569,19.257,1053.8,550.19,109.02,10.423,5.7772,75.561
14.896,1015.5,80.356,2.4138,19.404,1054.7,549.74,109.68,10.435,5.2385,75.115
14.726,1016.2,81.48,2.3937,19.152,1053.3,550.3,108.68,10.368,5.5056,74.392
14.713,1017.2,81.821,2.4447,19.324,1054.6,550.02,109.64,10.352,5.4212,74.651
14.343,1018.3,82.555,2.4455,19.205,1054.3,549.76,109.52,10.402,5.678,75.371
14.877,1019.2,82.814,2.8811,22.774,1074.9,549.98,124.53,11.346,3.7713,84.916
16.335,1020.1,76.403,3.174,25.111,1088.6,550,133.93,11.929,3.0216,91.177
17.382,1020.8,70.657,3.2414,25.361,1089.6,550.01,134.29,12.065,1.807,87.953
18.23,1021.2,67.84,3.2619,25.43,1089.3,549.91,133.73,11.971,1.6937,88.884
19.147,1021.4,65.462,3.2523,25.165,1088.3,549.81,132.63,11.996,3.0425,90.558
19.5,1021.6,65.426,3.2837,25.186,1088.5,549.99,132.89,11.987,3.1329,89.836
19.296,1022,66.64,3.2992,25.448,1089.8,550.11,134.07,12.009,2.6398,91.226
19.026,1022.4,69.574,3.2605,25.149,1088.2,550.06,132.76,12.052,2.2532,87.352
19.097,1022.9,69.857,3.4244,26.572,1096.1,549.4,139.04,12.3,2.0855,100.39
18.839,1023.6,71.36,3.2814,25.538,1090.4,549.53,134.76,12.026,2.2569,90.49
18.38,1024.1,73.447,3.2392,25.502,1090.3,549.78,135.01,12.041,2.5846,90.971
17.309,1024.9,79.006,3.1513,24.796,1086.5,549.88,132.59,11.987,3.0597,83.447
16.068,1025.7,84.844,3.1479,24.982,1088,549.97,133.88,12.032,2.7664,85.57
15.704,1026.2,85.496,3.1849,25.2,1089.4,549.96,134.95,12.106,2.8973,88.685
15.236,1026.7,87.514,3.1484,25.006,1088.5,549.63,134.29,12.043,3.0179,88.078
15.345,1026.9,89.079,3.8207,30.451,1099.6,538.13,151.28,13.341,2.4512,97.57
15.594,1027.2,89.51,3.1856,25.006,1088.1,549.94,133.87,12.053,2.5265,85.141
15.367,1027.2,87.794,3.1455,25.108,1088.9,549.95,134.75,11.986,2.4824,85.674
15.149,1027.2,89.018,2.4435,19.257,1054.4,549.72,108.96,10.477,5.6899,72.788
14.954,1027.4,89.214,2.4737,19.227,1054.3,549.96,109.18,10.425,5.5223,73.536
14.288,1027.6,90.168,2.4617,19.176,1054.1,549.82,109.26,10.433,5.8268,74.987
14.085,1027.8,91.187,2.4632,19.13,1053.8,550.19,108.88,10.432,5.8032,74.458
13.687,1027.9,91.15,2.4497,19.198,1054.3,550.17,109.38,10.446,5.3724,74.832
13.347,1028.2,92.218,2.4414,19.215,1054.2,549.73,109.33,10.372,5.5999,78.923
14.415,1028.7,93.693,3.1203,24.82,1087.1,550.22,132.91,11.848,2.5079,84.43
16.125,1029,88.533,3.241,25.192,1089.6,550,133.99,12.069,3.3952,86.905
17.294,1029.1,79.952,3.2536,25.212,1090.3,549.93,134.15,12.091,2.44,85.34
18.032,1028.9,69.436,3.2515,25.154,1089.8,550.02,133.69,12.154,1.9685,87.231
18.78,1028.4,61.234,3.2599,25.201,1089.8,550.11,133.59,12.159,2.7002,93.431
19.276,1028,58.622,3.2206,25.052,1088.7,550.17,132.58,12.016,3.091,93.032
