co_ppm,nox_detrended_ppm,tit_c,tey_mw,regime
1.479,69.216,1100.0,155.87,high_fire
14.235,97.78,1032.4,110.24,part_load
0.976,65.003,1099.9,152.69,high_fire
1.136,65.781,1099.8,145.12,high_fire
5.565,91.946,1043.6,108.1,part_load
9.23,78.981,1048.0,108.04,part_load
5.057,62.577,1052.8,108.19,transition
5.85,78.814,1042.5,109.18,part_load
1.519,69.788,1083.2,134.62,normal
0.708,61.15,1100.0,150.08,high_fire
0.912,58.782,1075.4,127.87,normal
4.384,64.144,1061.1,115.44,transition
3.623,55.195,1041.2,109.66,part_load
1.314,58.983,1088.5,133.93,normal
1.392,86.104,1100.0,155.84,high_fire
1.171,76.312,1099.9,160.59,high_fire
1.085,65.844,1100.1,145.62,high_fire
10.201,88.136,1048.0,109.68,part_load
2.476,64.494,1083.7,132.78,normal
1.151,67.911,1100.0,155.8,high_fire
6.894,85.6,1048.7,111.37,part_load
1.236,69.023,1099.3,146.43,high_fire
1.303,57.035,1087.9,134.03,normal
1.6,60.617,1087.9,133.54,normal
2.693,59.106,1063.0,114.82,transition
1.309,55.09,1073.7,131.11,transition
1.128,61.501,1078.9,134.62,normal
1.351,71.558,1082.0,135.45,normal
4.016,65.425,1060.0,114.2,transition
8.158,78.549,1048.9,110.55,part_load
7.077,73.431,1052.0,109.92,transition
1.382,66.606,1100.1,159.71,high_fire
2.31,102.993,1098.7,152.4,high_fire
1.133,60.235,1076.6,134.44,normal
6.949,105.178,1041.2,108.58,part_load
0.976,42.788,1100.0,152.36,high_fire
1.133,56.803,1076.3,132.98,normal
0.69,70.984,1096.4,145.72,high_fire
2.655,63.789,1065.1,118.83,transition
1.074,73.268,1097.7,134.66,high_fire
1.279,64.814,1100.0,151.9,high_fire
1.197,66.426,1086.4,135.06,normal
4.542,57.2,1059.6,111.25,transition
4.443,70.267,1052.3,111.36,transition
4.509,51.091,1053.8,107.75,transition
4.953,66.603,1054.8,108.71,transition
1.737,65.473,1100.0,150.39,high_fire
22.648,91.111,1021.3,105.3,part_load
9.137,81.173,1047.6,110.31,part_load
1.503,67.126,1095.0,134.9,high_fire
1.3,67.774,1091.4,143.24,normal
1.919,71.356,1100.0,152.0,high_fire
3.472,58.372,1052.7,109.62,transition
1.827,69.101,1091.7,133.57,normal
2.408,62.211,1068.1,121.52,transition
3.634,57.94,1062.6,110.08,transition
3.96,68.951,1045.7,109.05,part_load
2.888,63.486,1069.2,122.67,transition
2.233,62.852,1073.5,122.44,transition
0.933,57.727,1087.7,134.23,normal
1.596,63.52,1100.0,155.46,high_fire
11.879,94.946,1031.2,101.37,part_load
1.983,62.321,1078.7,127.33,normal
1.714,65.835,1087.0,134.38,normal
1.227,60.138,1086.8,133.11,normal
9.862,94.998,1032.4,103.76,part_load
8.612,98.653,1049.6,110.84,part_load
1.313,59.879,1085.1,132.56,normal
1.19,66.589,1095.7,136.9,high_fire
5.892,75.521,1060.7,110.11,transition
1.054,49.751,1100.0,163.16,high_fire
6.994,70.988,1051.5,108.57,transition
0.697,66.023,1098.9,144.06,high_fire
14.456,101.935,1034.9,109.32,part_load
1.322,78.472,1095.4,134.66,high_fire
1.851,59.678,1079.4,129.8,normal
11.724,92.911,1040.3,109.26,part_load
2.9,68.117,1065.5,120.58,transition
1.227,64.07,1100.0,148.23,high_fire
8.188,73.913,1040.9,107.77,part_load
0.952,72.168,1100.0,151.94,high_fire
1.62,56.524,1080.0,134.58,normal
3.399,72.641,1047.2,110.48,part_load
1.434,65.711,1098.5,150.06,high_fire
5.123,51.562,1055.8,109.65,transition
3.778,63.902,1038.6,108.3,part_load
0.444,52.082,1098.6,159.82,high_fire
2.337,48.901,1046.0,110.38,part_load
1.486,70.406,1090.1,135.4,normal
2.386,59.657,1067.5,121.62,transition
1.32,60.383,1076.8,134.21,normal
9.514,80.152,1050.9,108.92,transition
1.528,59.144,1074.8,122.48,transition
2.61,51.687,1045.6,108.38,part_load
2.697,70.545,1063.5,122.78,transition
1.539,69.555,1100.0,153.07,high_fire
4.072,77.005,1042.5,108.25,part_load
9.464,84.095,1043.7,110.61,part_load
2.978,81.3,1080.8,128.19,normal
10.851,95.544,1045.5,110.31,part_load
2.587,69.318,1062.9,122.28,transition
4.163,70.015,1050.9,109.4,transition
6.717,76.028,1051.7,110.35,transition
0.428,51.917,1063.9,123.09,transition
4.353,51.386,1057.3,110.5,transition
8.085,68.242,1047.7,109.69,part_load
0.813,58.71,1099.9,161.14,high_fire
1.917,63.206,1092.3,133.0,normal
3.355,59.333,1074.4,121.27,transition
1.438,54.386,1043.5,110.26,part_load
3.672,60.729,1047.9,106.37,part_load
1.732,71.635,1065.6,124.24,transition
7.724,84.201,1045.0,110.05,part_load
4.987,64.834,1044.3,105.8,part_load
4.741,66.273,1044.8,108.28,part_load
1.279,59.511,1086.4,134.25,normal
2.678,59.083,1044.7,110.67,part_load
1.178,74.949,1099.8,144.7,high_fire
1.3,72.768,1096.9,134.92,high_fire
2.628,66.433,1089.6,134.35,normal
4.58,51.88,1059.3,110.4,transition
1.79,56.563,1099.9,160.74,high_fire
3.366,65.959,1063.8,122.4,transition
1.643,68.962,1083.3,128.95,normal
1.412,63.685,1078.6,136.59,normal
4.913,52.492,1054.1,108.91,transition
1.546,60.451,1099.8,163.21,high_fire
11.648,112.387,1034.4,103.28,part_load
1.248,61.814,1100.1,156.56,high_fire
1.368,63.003,1099.8,145.59,high_fire
1.259,64.081,1083.5,133.26,normal
0.769,51.42,1062.8,122.6,transition
1.201,65.681,1100.0,150.38,high_fire
12.786,84.877,1036.5,109.65,part_load
0.495,57.628,1099.9,160.72,high_fire
6.495,61.504,1048.6,108.02,part_load
0.449,71.43,1100.0,162.31,high_fire
4.35,67.191,1044.3,108.81,part_load
1.719,63.146,1083.3,132.7,normal
1.566,67.019,1100.0,149.96,high_fire
1.205,66.365,1100.0,160.16,high_fire
2.098,61.559,1074.9,127.93,transition
3.502,58.42,1061.2,109.44,transition
2.431,67.818,1071.0,124.06,transition
2.737,74.589,1063.9,122.53,transition
11.117,91.755,1039.7,108.27,part_load
1.736,62.633,1085.7,133.34,normal
1.654,61.788,1099.7,146.5,high_fire
5.127,56.871,1054.1,109.06,transition
1.474,55.282,1099.9,162.36,high_fire
1.83,64.835,1088.0,134.52,normal
8.259,89.312,1047.1,109.04,part_load
2.653,51.531,1059.5,109.97,transition
13.741,98.182,1036.9,110.15,part_load
5.725,103.697,1045.3,109.29,part_load
1.027,63.916,1100.0,149.36,high_fire
2.023,64.534,1078.9,127.82,normal
1.865,55.128,1079.7,130.0,normal
1.585,62.384,1087.4,134.27,normal
4.346,58.415,1053.6,110.23,transition
5.76,75.441,1047.2,109.8,part_load
4.939,64.205,1091.7,134.49,normal
0.727,71.117,1099.9,156.41,high_fire
1.662,52.85,1100.1,163.02,high_fire
24.867,94.384,1016.4,103.54,part_load
0.92,58.029,1099.8,153.25,high_fire
4.12,59.3,1053.1,109.8,transition
1.862,67.375,1099.5,144.27,high_fire
16.707,65.813,1036.5,110.8,part_load
1.544,60.375,1087.9,134.88,normal
0.96,72.074,1099.9,147.25,high_fire
1.284,63.364,1099.8,147.54,high_fire
5.242,64.462,1048.5,109.13,part_load
1.286,61.049,1100.0,155.28,high_fire
9.469,87.02,1048.6,108.1,part_load
0.743,59.954,1097.3,146.27,high_fire
1.835,62.126,1078.6,128.14,normal
1.18,60.063,1085.4,132.95,normal
0.662,66.523,1100.0,152.1,high_fire
9.128,80.804,1039.5,109.31,part_load
9.919,87.62,1046.5,109.32,part_load
3.218,69.321,1069.4,121.12,transition
11.219,95.559,1043.6,110.04,part_load
8.275,79.042,1045.4,109.76,part_load
25.248,90.217,1032.7,115.12,part_load
4.492,81.145,1042.4,108.75,part_load
3.488,59.34,1048.2,106.5,part_load
1.705,67.792,1080.5,133.6,normal
4.379,67.658,1049.1,108.58,part_load
5.45,71.87,1051.1,107.18,transition
1.596,70.007,1099.3,142.89,high_fire
1.027,64.748,1093.2,133.14,normal
2.538,74.484,1064.2,123.09,transition
1.315,69.174,1092.2,141.07,normal
2.054,61.514,1075.9,127.71,normal
28.244,74.079,1025.7,102.77,part_load
1.407,76.954,1100.1,162.27,high_fire
1.86,66.142,1093.9,134.68,normal
0.768,68.098,1090.7,133.57,normal
1.812,64.856,1083.1,134.07,normal
2.219,65.639,1088.4,133.08,normal
0.878,67.958,1064.7,123.37,transition
1.17,67.217,1100.0,154.12,high_fire
1.296,66.552,1064.1,122.07,transition
5.494,63.527,1049.2,109.21,part_load
1.734,66.252,1099.8,147.29,high_fire
1.209,73.949,1100.0,155.05,high_fire
10.307,79.577,1047.2,111.66,part_load
0.364,53.9,1100.0,168.33,high_fire
3.197,63.436,1065.4,120.2,transition
1.314,59.825,1086.8,133.95,normal
0.45,85.306,1100.3,160.97,high_fire
4.881,72.064,1038.5,108.78,part_load
8.143,75.674,1047.4,106.71,part_load
4.612,69.695,1045.6,105.83,part_load
1.152,66.9,1099.8,156.91,high_fire
4.424,70.587,1047.5,107.06,part_load
1.146,77.951,1100.0,154.75,high_fire
2.547,66.66,1072.9,121.75,transition
1.797,62.927,1080.0,127.16,normal
6.929,80.752,1049.6,109.4,part_load
4.028,60.281,1054.9,109.35,transition
1.464,67.367,1083.5,135.01,normal
1.154,71.932,1099.2,159.99,high_fire
0.111,94.299,1039.6,109.41,part_load
0.766,58.948,1080.6,134.56,normal
0.643,62.822,1089.0,133.7,normal
1.95,66.259,1063.0,121.74,transition
0.791,60.911,1099.9,158.44,high_fire
9.007,90.94,1047.6,109.26,part_load
7.387,71.974,1030.7,108.88,part_load
6.355,77.722,1041.6,108.02,part_load
0.732,63.537,1081.6,133.69,normal
2.456,65.337,1081.9,130.77,normal
1.197,70.268,1100.0,154.38,high_fire
1.705,57.795,1099.6,150.25,high_fire
5.376,54.002,1054.5,108.57,transition
1.832,73.855,1097.6,143.37,high_fire
2.535,66.445,1083.2,135.38,normal
13.769,78.022,1041.1,112.34,part_load
1.402,60.14,1082.6,132.61,normal
1.54,68.793,1092.6,133.85,normal
0.872,56.694,1078.8,134.89,normal
1.347,61.547,1087.9,133.84,normal
1.824,53.513,1079.3,129.71,normal
5.656,68.826,1047.4,109.02,part_load
0.874,64.158,1089.5,134.01,normal
0.325,73.8,1100.0,159.55,high_fire
9.03,58.221,1071.5,118.28,transition
4.736,69.974,1047.4,108.87,part_load
0.868,57.077,1099.3,159.63,high_fire
11.473,87.065,1042.5,109.75,part_load
1.68,65.952,1099.8,156.8,high_fire
2.523,72.549,1063.3,122.64,transition
2.357,49.768,1052.2,115.0,transition
4.775,79.072,1040.2,109.24,part_load
4.037,50.616,1056.6,109.74,transition
1.976,51.939,1058.1,119.04,transition
3.823,67.471,1044.4,108.03,part_load
2.102,63.997,1070.2,122.11,transition
3.807,78.577,1045.6,109.72,part_load
0.771,73.073,1100.0,146.15,high_fire
1.243,65.494,1098.2,150.99,high_fire
2.14,62.35,1068.8,121.05,transition
3.885,68.448,1059.5,118.34,transition
1.778,60.494,1080.7,129.81,normal
5.668,77.08,1030.8,105.7,part_load
1.717,71.962,1093.7,136.92,normal
2.379,62.336,1085.2,134.07,normal
2.848,50.197,1052.6,108.14,transition
1.012,67.169,1100.0,155.64,high_fire
10.981,91.451,1043.4,114.15,part_load
1.415,67.869,1086.0,134.67,normal
3.343,65.894,1048.1,110.93,part_load
7.7,88.107,1039.0,111.24,part_load
0.985,62.854,1100.0,145.87,high_fire
1.664,60.948,1086.8,135.2,normal
0.632,79.899,1100.0,165.33,high_fire
1.69,72.285,1090.7,134.17,normal
6.122,74.169,1040.5,107.35,part_load
6.28,78.671,1053.1,110.17,transition
3.514,60.29,1052.1,109.41,transition
2.066,59.485,1077.0,128.69,normal
11.877,98.455,1037.3,109.03,part_load
1.124,72.027,1100.0,152.34,high_fire
2.656,57.981,1067.7,120.91,transition
1.448,64.811,1100.0,150.73,high_fire
0.657,68.85,1095.5,134.63,high_fire
16.161,110.853,1026.1,104.26,part_load
4.849,65.987,1049.2,109.2,part_load
4.414,54.36,1057.9,109.92,transition
1.354,66.31,1092.8,134.39,normal
6.217,71.343,1048.5,110.24,part_load
2.173,61.601,1074.6,127.3,transition
1.888,62.594,1062.0,120.96,transition
10.75,94.607,1041.0,109.62,part_load
1.087,56.628,1100.0,150.02,high_fire
10.574,98.388,1029.0,108.25,part_load
3.265,55.046,1049.3,108.24,part_load
4.071,60.578,1051.1,109.15,transition
1.005,69.805,1099.9,155.1,high_fire
4.832,64.787,1055.7,109.94,transition
10.351,93.44,1044.3,112.49,part_load
0.508,47.757,1063.1,122.81,transition
1.229,60.328,1086.7,134.78,normal
4.482,68.266,1049.8,109.27,part_load
11.717,81.093,1034.7,109.81,part_load
2.601,56.36,1072.7,120.19,transition
1.466,65.537,1100.0,152.06,high_fire
1.355,58.433,1085.4,132.84,normal
9.573,94.016,1043.9,108.62,part_load
7.209,72.673,1049.3,109.82,part_load
5.249,68.035,1049.7,109.55,part_load
6.523,56.562,1067.8,118.27,transition
1.563,66.774,1086.7,133.91,normal
1.339,58.307,1076.0,133.52,normal
1.355,64.388,1099.9,149.9,high_fire
1.45,69.265,1094.0,134.07,normal
10.925,84.511,1043.7,109.31,part_load
5.07,88.582,1041.0,108.35,part_load
3.855,62.051,1045.5,108.8,part_load
0.715,56.523,1099.9,163.5,high_fire
14.879,79.658,1038.6,111.46,part_load
2.265,51.224,1043.5,109.18,part_load
7.844,89.444,1049.0,109.37,part_load
12.616,87.72,1035.7,109.36,part_load
4.898,56.665,1051.8,109.11,transition
4.886,69.335,1055.9,110.64,transition
2.101,97.596,1097.6,140.79,high_fire
1.084,67.286,1099.9,159.07,high_fire
2.116,90.0,1100.0,154.74,high_fire
1.658,66.196,1100.2,167.68,high_fire
1.011,76.605,1099.8,156.77,high_fire
0.706,55.328,1100.0,157.32,high_fire
1.814,67.683,1086.1,134.27,normal
3.04,60.893,1085.4,134.05,normal
9.512,84.283,1039.1,103.61,part_load
2.026,64.159,1089.4,133.93,normal
1.328,69.471,1094.1,134.83,normal
2.149,63.706,1070.1,122.79,transition
4.767,71.601,1048.5,109.14,part_load
0.793,63.5,1100.0,149.25,high_fire
4.242,57.348,1059.8,109.25,transition
2.368,73.265,1064.2,123.53,transition
6.201,58.086,1049.9,103.72,part_load
0.767,58.78,1100.1,154.57,high_fire
2.485,65.608,1066.5,122.42,transition
1.33,54.294,1058.4,119.85,transition
5.047,70.167,1057.4,111.58,transition
4.938,66.141,1050.7,110.39,transition
2.214,66.697,1084.2,135.05,normal
1.776,59.899,1080.2,130.45,normal
2.481,54.214,1047.7,112.15,part_load
1.056,55.593,1077.8,134.15,normal
9.289,86.021,1031.4,107.2,part_load
5.243,71.271,1048.8,109.36,part_load
1.611,62.185,1077.6,134.96,normal
6.16,81.019,1037.0,103.11,part_load
0.294,52.017,1099.9,160.07,high_fire
1.651,70.403,1100.0,154.61,high_fire
8.236,77.935,1050.8,108.79,transition
5.9,64.909,1051.4,108.33,transition
1.678,63.91,1100.1,147.46,high_fire
2.629,54.526,1046.2,111.83,part_load
5.054,65.926,1047.5,109.04,part_load
3.286,56.898,1063.0,111.31,transition
2.806,62.51,1099.4,150.97,high_fire
2.573,68.104,1070.3,120.81,transition
5.899,76.415,1053.1,110.37,transition
0.39,56.125,1099.9,158.78,high_fire
12.066,93.044,1038.6,110.3,part_load
2.151,56.257,1072.1,119.71,transition
4.748,53.339,1058.0,110.16,transition
3.311,58.923,1061.5,109.7,transition
3.651,62.619,1053.7,109.94,transition
10.63,83.852,1043.7,109.77,part_load
27.087,97.656,1011.4,101.78,part_load
1.28,54.467,1047.3,112.52,part_load
6.504,90.468,1036.2,105.62,part_load
1.272,62.214,1084.9,134.44,normal
1.817,64.43,1079.1,130.01,normal
8.008,86.178,1030.8,107.28,part_load
5.032,70.476,1053.8,109.83,transition
13.171,99.732,1036.2,110.43,part_load
1.437,60.098,1100.0,157.21,high_fire
1.316,56.564,1078.5,135.16,normal
1.103,57.565,1099.9,164.9,high_fire
2.54,57.905,1052.6,110.47,transition
0.014,68.703,1063.1,121.36,transition
1.746,68.336,1085.7,134.68,normal
1.441,77.974,1100.0,154.36,high_fire
8.008,84.919,1037.5,108.44,part_load
3.434,57.753,1049.2,108.91,part_load
9.557,91.093,1049.3,113.3,part_load
1.267,65.48,1091.1,132.73,normal
1.296,61.954,1087.4,134.28,normal
1.234,57.42,1088.0,133.68,normal
1.841,67.875,1091.2,134.8,normal
1.618,62.473,1071.6,121.61,transition
5.359,66.458,1055.4,110.63,transition
1.425,70.675,1099.8,152.83,high_fire
7.478,84.488,1049.5,109.93,part_load
4.998,63.651,1051.2,110.1,transition
1.15,67.499,1099.0,151.0,high_fire
1.409,68.44,1099.6,153.08,high_fire
3.885,58.569,1056.9,108.9,transition
11.754,100.895,1037.7,108.71,part_load
1.522,50.93,1045.0,110.41,part_load
10.992,78.897,1041.4,108.54,part_load
1.992,64.594,1077.2,128.15,normal
1.383,65.434,1100.0,163.2,high_fire
10.964,90.533,1042.3,109.03,part_load
2.666,57.077,1066.9,120.33,transition
2.019,51.803,1043.9,109.55,part_load
6.099,82.843,1032.0,108.02,part_load
1.734,65.582,1092.7,133.76,normal
1.301,65.157,1100.0,146.59,high_fire
5.322,65.636,1048.5,109.14,part_load
8.799,92.192,1048.1,108.73,part_load
9.446,87.224,1041.4,109.51,part_load
3.938,67.317,1045.2,114.8,part_load
1.791,78.373,1099.8,154.19,high_fire
1.86,65.505,1078.6,127.94,normal
0.627,64.096,1092.8,132.35,normal
10.04,93.835,1044.3,112.25,part_load
12.606,89.839,1040.1,109.12,part_load
6.279,73.638,1038.3,102.49,part_load
8.243,72.609,1048.2,108.29,part_load
2.416,73.039,1063.6,122.23,transition
3.771,83.796,1074.9,124.53,transition
5.31,83.112,1038.5,106.35,part_load
8.258,81.749,1038.1,100.74,part_load
1.934,62.264,1083.4,133.92,normal
3.416,55.762,1061.2,109.48,transition
1.16,67.343,1098.9,151.85,high_fire
2.378,62.051,1066.5,119.61,transition
1.677,84.532,1099.8,149.86,high_fire
2.022,74.174,1100.0,146.48,high_fire
9.027,95.608,1049.8,109.92,part_load
1.318,74.622,1099.9,154.54,high_fire
7.073,92.83,1048.7,104.27,part_load
2.572,68.02,1065.4,121.14,transition
8.0,77.995,1028.8,107.17,part_load
1.204,64.223,1079.5,132.01,normal
7.58,81.435,1038.4,106.13,part_load
4.878,61.405,1053.5,108.57,transition
1.348,61.498,1087.5,134.87,normal
0.979,64.353,1100.1,147.14,high_fire
6.281,78.798,1041.7,108.45,part_load
2.17,57.97,1061.8,120.94,transition
1.255,59.259,1100.1,148.07,high_fire
3.938,51.476,1054.6,107.95,transition
5.394,65.917,1052.9,108.27,transition
1.76,63.952,1088.5,133.22,normal
12.475,92.086,1037.9,110.45,part_load
1.091,71.668,1095.2,135.34,high_fire
1.764,64.456,1081.7,133.3,normal
1.169,67.548,1090.0,134.34,normal
4.819,68.588,1064.8,122.78,transition
0.385,50.984,1100.1,160.3,high_fire
9.347,89.919,1043.6,110.16,part_load
1.259,80.17,1096.5,133.37,high_fire
6.843,73.18,1050.4,109.65,transition
2.09,50.161,1048.3,109.74,part_load
3.531,60.133,1050.6,110.44,transition
1.377,66.328,1100.0,146.29,high_fire
4.393,54.941,1059.0,110.4,transition
4.85,52.08,1054.1,109.92,transition
2.03,67.555,1090.3,134.12,normal
8.853,78.57,1043.2,109.5,part_load
1.004,64.399,1099.8,151.43,high_fire
6.213,58.687,1068.6,125.78,transition
2.718,69.879,1065.5,121.3,transition
1.499,57.657,1086.3,133.9,normal
4.002,67.018,1043.3,106.95,part_load
5.679,68.842,1046.9,109.02,part_load
2.144,62.028,1069.3,122.08,transition
1.223,65.47,1099.2,153.84,high_fire
3.85,56.316,1059.0,108.44,transition
8.693,86.757,1049.8,109.9,part_load
10.765,84.536,1040.8,109.01,part_load
7.69,68.406,1031.7,104.19,part_load
11.057,92.471,1045.2,109.35,part_load
1.218,67.653,1100.0,158.68,high_fire
1.83,60.447,1077.5,134.62,normal
1.572,68.928,1100.0,159.67,high_fire
1.104,75.829,1100.0,153.3,high_fire
1.031,59.066,1084.7,133.0,normal
0.932,60.108,1078.7,134.83,normal
1.817,57.985,1077.2,127.98,normal
2.54,53.812,1048.6,113.77,part_load
7.045,86.545,1045.4,113.47,part_load
9.844,86.911,1044.4,108.99,part_load
1.908,81.711,1100.0,154.83,high_fire
1.378,74.623,1099.9,150.72,high_fire
1.329,76.2,1100.1,153.98,high_fire
1.308,70.782,1093.1,134.38,normal
12.973,95.092,1037.4,110.53,part_load
0.674,57.525,1100.1,161.22,high_fire
6.88,80.187,1043.9,109.8,part_load
12.594,85.97,1042.5,113.67,part_load
5.909,69.541,1040.0,105.39,part_load
5.621,82.772,1040.0,112.03,part_load
6.19,80.418,1040.5,108.87,part_load
2.608,50.288,1042.5,107.82,part_load
1.428,61.684,1100.1,158.33,high_fire
3.503,56.177,1061.2,109.63,transition
2.774,68.372,1083.9,135.0,normal
1.063,65.105,1098.6,141.89,high_fire
0.994,72.696,1100.0,152.51,high_fire
2.054,56.1,1100.0,160.53,high_fire
5.443,63.989,1041.5,102.9,part_load
1.138,57.617,1077.9,134.73,normal
6.106,68.672,1051.3,113.29,transition
3.349,49.105,1049.4,109.36,part_load
7.276,76.786,1038.3,103.2,part_load
1.597,61.52,1085.2,133.96,normal
1.329,72.132,1091.9,134.41,normal
5.644,83.783,1038.9,108.78,part_load
1.157,62.748,1099.9,149.9,high_fire
1.442,72.582,1090.2,135.24,normal
1.916,65.241,1098.9,150.98,high_fire
1.958,66.088,1088.3,133.19,normal
8.471,73.522,1047.3,109.31,part_load
2.635,57.659,1100.1,161.52,high_fire
1.774,69.728,1089.4,133.55,normal
5.683,75.623,1049.8,112.24,part_load
1.322,60.03,1100.0,150.77,high_fire
1.31,69.751,1098.8,143.25,high_fire
4.987,66.282,1049.8,110.14,part_load
1.516,70.403,1098.4,143.48,high_fire
0.887,59.585,1078.7,134.04,normal
4.896,56.224,1054.9,108.35,transition
1.44,60.401,1083.9,133.82,normal
9.218,94.534,1038.3,110.63,part_load
1.686,63.492,1100.0,148.54,high_fire
1.595,76.8,1100.0,151.02,high_fire
1.078,70.3,1099.7,153.78,high_fire
1.819,55.003,1087.2,139.74,normal
0.586,66.158,1093.1,134.3,normal
1.679,77.502,1100.0,150.73,high_fire
3.524,56.755,1059.3,108.81,transition
2.099,70.959,1084.7,134.5,normal
1.47,65.419,1100.1,152.61,high_fire
0.728,72.47,1100.0,154.81,high_fire
1.442,84.185,1099.9,154.56,high_fire
1.59,64.081,1090.6,132.52,normal
1.269,68.649,1093.2,134.24,normal
9.143,83.056,1051.7,118.38,transition
1.4,67.418,1100.1,151.33,high_fire
0.389,55.041,1100.0,168.16,high_fire
2.362,66.862,1086.4,132.75,normal
6.143,79.195,1046.0,109.37,part_load
1.221,71.88,1100.0,157.21,high_fire
1.229,70.714,1100.1,153.43,high_fire
9.226,78.977,1044.7,109.38,part_load
1.602,68.094,1089.4,138.28,normal
4.066,53.978,1058.4,110.78,transition
1.754,64.83,1079.3,128.4,normal
3.85,64.928,1044.3,107.51,part_load
1.156,63.711,1089.7,134.69,normal
1.64,52.328,1099.9,164.26,high_fire
2.86,58.677,1100.0,155.23,high_fire
7.837,114.053,1041.9,108.14,part_load
0.778,65.199,1100.0,152.35,high_fire
0.871,53.615,1078.6,134.3,normal
6.482,75.65,1039.5,103.92,part_load
11.601,99.634,1040.8,111.86,part_load
1.993,63.107,1068.9,121.71,transition
1.168,64.132,1089.7,135.59,normal
1.357,56.094,1100.0,164.23,high_fire
1.109,63.893,1100.0,150.66,high_fire
8.174,80.339,1047.0,108.99,part_load
3.905,67.447,1040.9,109.33,part_load
1.357,62.752,1088.4,133.44,normal
10.551,97.794,1029.8,108.64,part_load
3.367,54.579,1065.0,115.12,transition
5.778,70.97,1045.2,109.51,part_load
5.44,70.231,1036.2,106.55,part_load
1.504,67.116,1090.6,134.08,normal
0.787,62.601,1099.8,148.65,high_fire
1.17,68.516,1099.9,148.62,high_fire
1.313,63.599,1088.1,134.69,normal
3.328,62.409,1052.3,109.8,transition
1.623,70.692,1099.9,152.97,high_fire
5.229,59.654,1053.9,109.42,transition
2.191,66.048,1068.2,120.91,transition
5.331,63.927,1054.5,108.7,transition
4.428,60.896,1055.7,109.96,transition
5.161,53.07,1054.7,108.64,transition
7.243,82.28,1051.2,110.42,transition
3.175,74.321,1061.5,120.73,transition
1.084,55.306,1099.9,159.44,high_fire
1.637,72.347,1079.8,136.43,normal
3.854,66.175,1044.6,107.62,part_load
9.03,82.865,1048.4,109.46,part_load
1.339,58.268,1081.3,129.72,normal
3.843,60.743,1055.4,108.78,transition
0.918,68.6,1100.0,150.3,high_fire
0.789,54.169,1100.1,151.06,high_fire
4.674,59.296,1057.2,110.06,transition
1.887,65.426,1077.1,127.85,normal
1.203,67.949,1099.9,146.77,high_fire
5.528,68.055,1047.4,109.66,part_load
4.12,61.198,1054.6,111.14,transition
2.196,54.948,1068.9,121.85,transition
4.042,53.534,1059.0,110.07,transition
2.732,63.887,1066.2,120.61,transition
9.251,76.573,1048.0,108.18,part_load
1.275,64.069,1100.0,147.84,high_fire
2.393,59.693,1073.2,118.81,transition
2.579,64.835,1072.2,125.92,transition
1.87,53.6,1100.0,161.18,high_fire
1.339,59.116,1077.4,134.92,normal
4.403,69.6,1049.8,110.8,part_load
0.972,72.514,1100.0,164.2,high_fire
8.266,88.591,1035.6,107.59,part_load
3.347,57.564,1100.0,157.17,high_fire
3.613,63.837,1072.9,125.88,transition
1.507,71.049,1099.8,149.24,high_fire
5.458,68.1,1048.8,109.95,part_load
3.291,53.287,1065.6,117.67,transition
1.9,68.933,1087.4,134.32,normal
1.113,62.408,1100.2,149.46,high_fire
2.573,69.819,1069.7,126.06,transition
9.792,104.014,1041.2,108.87,part_load
1.105,59.686,1099.9,162.06,high_fire
5.682,84.796,1037.1,110.08,part_load
2.321,63.587,1074.7,123.93,transition
6.319,77.737,1047.4,107.37,part_load
8.085,80.27,1037.9,100.59,part_load
1.6,69.71,1091.6,133.61,normal
1.674,69.135,1099.7,146.55,high_fire
1.362,52.387,1100.0,161.97,high_fire
0.798,64.353,1100.0,155.08,high_fire
0.735,74.653,1100.0,154.35,high_fire
11.876,84.332,1041.3,109.48,part_load
3.1,70.624,1084.8,134.11,normal
1.603,67.95,1085.9,134.85,normal
5.348,69.496,1053.7,110.4,transition
3.63,71.253,1047.6,110.23,part_load
1.633,61.867,1085.6,131.77,normal
1.491,64.049,1081.8,133.64,normal
6.012,87.304,1056.4,111.57,transition
1.164,71.116,1099.9,152.6,high_fire
6.564,88.391,1060.6,115.63,transition
1.749,67.763,1088.2,135.54,normal
3.788,65.948,1045.0,108.23,part_load
9.533,95.531,1028.6,108.41,part_load
2.888,55.234,1052.4,109.49,transition
3.647,57.811,1054.2,110.97,transition
1.384,59.6,1087.4,134.32,normal
4.938,67.925,1049.0,109.34,part_load
1.675,58.117,1099.9,158.11,high_fire
1.606,73.382,1100.1,145.54,high_fire
4.339,74.872,1047.4,109.08,part_load
7.403,77.056,1042.0,104.73,part_load
7.095,79.975,1037.2,105.54,part_load
1.274,67.733,1098.0,151.38,high_fire
0.753,63.615,1099.9,150.49,high_fire
1.623,66.83,1100.0,151.83,high_fire
1.779,77.503,1095.8,134.11,high_fire
1.256,76.091,1099.2,144.66,high_fire
1.13,56.042,1100.0,152.02,high_fire
9.916,85.911,1044.3,108.24,part_load
4.585,57.149,1055.5,109.7,transition
6.692,87.233,1035.4,103.37,part_load
0.986,71.776,1099.9,149.54,high_fire
11.139,100.24,1036.0,102.47,part_load
1.348,62.408,1086.5,133.72,normal
